Young Selection Rate Before,Old Selection Rate Before,Young Selection Rate After,Old Selection Rate After,Demographic Parity Ratio Age Before,Demographic Parity Ratio Age After,Demographic Parity Difference Age Before,Demographic Parity Difference Age After
0.5561224489795918,0.3935483870967742,0.49744897959183676,0.4967741935483871,0.7076649896419059,0.9986435070306038,0.16257406188281764,0.0006747860434496711
0.5586734693877551,0.4161290322580645,0.4923469387755102,0.4935483870967742,0.7448519664162616,0.9975656929438442,0.14254443712969056,0.0012014483212639537
0.5561224489795918,0.41935483870967744,0.4923469387755102,0.4935483870967742,0.7540692512577686,0.9975656929438442,0.1367676102699144,0.0012014483212639537
0.5561224489795918,0.3935483870967742,0.5,0.4967741935483871,0.7076649896419059,0.9935483870967742,0.16257406188281764,0.0032258064516129115
0.5561224489795918,0.41935483870967744,0.4923469387755102,0.4935483870967742,0.7540692512577686,0.9975656929438442,0.1367676102699144,0.0012014483212639537
0.5586734693877551,0.4161290322580645,0.49744897959183676,0.4935483870967742,0.7448519664162616,0.9921588089330023,0.14254443712969056,0.0039005924950625825
0.5586734693877551,0.4161290322580645,0.4923469387755102,0.4935483870967742,0.7448519664162616,0.9975656929438442,0.14254443712969056,0.0012014483212639537
0.5459183673469388,0.4290322580645161,0.5,0.5,0.7858908652396743,1.0,0.11688610928242266,0.0
0.5561224489795918,0.41935483870967744,0.5,0.4935483870967742,0.7540692512577686,0.9870967741935484,0.1367676102699144,0.006451612903225823
0.5586734693877551,0.4161290322580645,0.5051020408163265,0.4935483870967742,0.7448519664162616,0.9771260997067449,0.14254443712969056,0.011553653719552304
0.5459183673469388,0.4290322580645161,0.5,0.5,0.7858908652396743,1.0,0.11688610928242266,0.0
0.5280612244897959,0.3870967741935484,0.49744897959183676,0.4870967741935484,0.7330528284244975,0.9791894127377998,0.1409644502962475,0.01035220539828835
0.5586734693877551,0.4161290322580645,0.4923469387755102,0.4935483870967742,0.7448519664162616,0.9975656929438442,0.14254443712969056,0.0012014483212639537
0.5586734693877551,0.4161290322580645,0.49744897959183676,0.4935483870967742,0.7448519664162616,0.9921588089330023,0.14254443712969056,0.0039005924950625825
0.38010204081632654,0.16129032258064516,0.38010204081632654,0.3967741935483871,0.4243342714873349,0.9579807532769206,0.21881171823568138,0.016672152732060574
0.5433673469387755,0.432258064516129,0.5025510204081632,0.5,0.795517189156444,0.9949238578680204,0.1111092824226465,0.0025510204081632404
0.5561224489795918,0.41935483870967744,0.4897959183673469,0.4935483870967742,0.7540692512577686,0.9923969587835134,0.1367676102699144,0.0037524687294272496
0.5586734693877551,0.4161290322580645,0.49489795918367346,0.4935483870967742,0.7448519664162616,0.9972730295976056,0.14254443712969056,0.0013495720868992866
0.5586734693877551,0.4161290322580645,0.49744897959183676,0.4967741935483871,0.7448519664162616,0.9986435070306038,0.14254443712969056,0.0006747860434496711
0.5586734693877551,0.4161290322580645,0.4923469387755102,0.4935483870967742,0.7448519664162616,0.9975656929438442,0.14254443712969056,0.0012014483212639537
0.5586734693877551,0.4161290322580645,0.49489795918367346,0.4935483870967742,0.7448519664162616,0.9972730295976056,0.14254443712969056,0.0013495720868992866
0.5561224489795918,0.41935483870967744,0.4923469387755102,0.4935483870967742,0.7540692512577686,0.9975656929438442,0.1367676102699144,0.0012014483212639537
0.5280612244897959,0.38387096774193546,0.49489795918367346,0.49032258064516127,0.7269440548542934,0.9907549052211506,0.1441902567478604,0.004575378538512198
0.5586734693877551,0.4161290322580645,0.4923469387755102,0.4935483870967742,0.7448519664162616,0.9975656929438442,0.14254443712969056,0.0012014483212639537
0.5280612244897959,0.3870967741935484,0.49489795918367346,0.4838709677419355,0.7330528284244975,0.9777186564682409,0.1409644502962475,0.011026991441737966
0.5255102040816326,0.3903225806451613,0.49489795918367346,0.4870967741935484,0.7427497651111807,0.9842367808446958,0.13518762343647134,0.007801184990125054
0.5586734693877551,0.4161290322580645,0.49489795918367346,0.4935483870967742,0.7448519664162616,0.9972730295976056,0.14254443712969056,0.0013495720868992866
0.5586734693877551,0.4161290322580645,0.49489795918367346,0.4935483870967742,0.7448519664162616,0.9972730295976056,0.14254443712969056,0.0013495720868992866
0.5535714285714286,0.3967741935483871,0.49489795918367346,0.4967741935483871,0.7167533818938605,0.9962231645905115,0.1567972350230415,0.0018762343647136248
0.5561224489795918,0.41935483870967744,0.4872448979591837,0.4935483870967742,0.7540692512577686,0.9872282246231827,0.1367676102699144,0.00630348913759049
